,SalePrice,OverallQual,1stFlrSF,TotRmsAbvGrd,YearBuilt,LotFrontage
992,208900.0,6.0,1493.0,7.0,1997.0,75.0
993,213500.0,7.0,939.0,8.0,2006.0,79.0
994,222000.0,6.0,1680.0,5.0,1988.0,
995,222000.0,7.0,1478.0,7.0,2009.0,
996,168000.0,4.0,1622.0,7.0,1961.0,
997,250000.0,7.0,1298.0,8.0,1990.0,
998,225000.0,5.0,1112.0,8.0,1948.0,78.0
999,109000.0,5.0,735.0,5.0,1940.0,60.0
1000,136500.0,6.0,1390.0,7.0,1925.0,60.0
1001,266500.0,7.0,1188.0,9.0,1941.0,66.0
1002,185900.0,7.0,770.0,6.0,2004.0,64.0
1003,175900.0,6.0,810.0,7.0,1992.0,65.0
1004,240000.0,6.0,1307.0,10.0,1908.0,75.0
1005,252678.0,7.0,932.0,7.0,2009.0,72.0
1006,117000.0,5.0,833.0,4.0,1954.0,90.0
1007,140000.0,7.0,902.0,9.0,1921.0,50.0
1008,149900.0,5.0,1078.0,6.0,1971.0,
1009,139000.0,5.0,952.0,4.0,1951.0,60.0
1010,277000.0,6.0,1444.0,7.0,1958.0,
1011,119900.0,5.0,793.0,5.0,1939.0,65.0
1012,170000.0,7.0,774.0,8.0,2000.0,76.0
1013,236500.0,8.0,1788.0,7.0,2001.0,
1014,214000.0,7.0,1536.0,7.0,2002.0,70.0
1015,125500.0,4.0,741.0,6.0,1910.0,60.0
1016,187500.0,7.0,1472.0,6.0,1980.0,
1017,164900.0,5.0,1363.0,6.0,1951.0,75.0
1018,112000.0,6.0,865.0,6.0,1924.0,50.0
1019,180500.0,6.0,1060.0,8.0,1919.0,60.0
1020,196500.0,7.0,860.0,7.0,2004.0,89.0
1021,287000.0,8.0,1055.0,7.0,2001.0,
1022,232600.0,8.0,1489.0,7.0,2006.0,81.0
1023,207000.0,7.0,1358.0,6.0,2004.0,59.0
1024,144000.0,5.0,1099.0,6.0,1995.0,75.0
1025,138000.0,5.0,1136.0,7.0,1950.0,60.0
1026,175000.0,6.0,953.0,7.0,1999.0,62.0
1027,132250.0,4.0,1040.0,5.0,1963.0,94.0
1028,135000.0,4.0,997.0,7.0,1954.0,60.0
1029,176000.0,7.0,1098.0,9.0,1968.0,
1030,155000.0,5.0,1803.0,8.0,1957.0,88.0
1031,183500.0,7.0,840.0,7.0,2004.0,62.0
1032,129000.0,4.0,960.0,6.0,1970.0,60.0
1033,83000.0,5.0,835.0,5.0,1920.0,85.0
1034,134450.0,5.0,1236.0,6.0,1957.0,72.0
1035,157500.0,5.0,958.0,8.0,1904.0,60.0
1036,274970.0,6.0,1575.0,8.0,1966.0,
1037,127500.0,6.0,959.0,6.0,1931.0,52.0
1038,185000.0,6.0,943.0,8.0,1974.0,76.0
1039,245000.0,8.0,1563.0,6.0,2007.0,78.0
1040,230000.0,7.0,1314.0,6.0,2007.0,34.0
1041,145000.0,5.0,1314.0,5.0,1957.0,70.0
1042,335000.0,7.0,1902.0,7.0,1959.0,100.0
1043,197000.0,7.0,778.0,6.0,2006.0,65.0
1044,264132.0,9.0,1506.0,6.0,2008.0,75.0
1045,188700.0,6.0,849.0,6.0,1934.0,74.0
1046,237000.0,7.0,941.0,7.0,2003.0,44.0
1047,326000.0,9.0,1850.0,8.0,2004.0,98.0
1048,182000.0,7.0,1428.0,6.0,2007.0,95.0
1049,175000.0,5.0,1126.0,6.0,1977.0,
1050,214000.0,7.0,1022.0,8.0,1999.0,
1051,423000.0,8.0,2097.0,8.0,2005.0,49.0
1052,227680.0,7.0,1428.0,6.0,2008.0,91.0
1053,202665.0,7.0,1368.0,6.0,2005.0,40.0
1054,177500.0,6.0,1200.0,6.0,1995.0,105.0
1055,236000.0,7.0,980.0,8.0,2000.0,
1056,135750.0,4.0,952.0,4.0,1956.0,
1057,203000.0,7.0,1274.0,6.0,2005.0,68.0
1058,179900.0,6.0,708.0,7.0,1968.0,90.0
1059,158000.0,6.0,1378.0,7.0,1972.0,
1060,100000.0,5.0,1301.0,5.0,1924.0,60.0
1061,274900.0,8.0,1713.0,7.0,2004.0,76.0
1062,139000.0,5.0,1056.0,6.0,1958.0,70.0
1063,132000.0,5.0,1268.0,7.0,1954.0,78.0
1064,91500.0,6.0,672.0,7.0,1971.0,21.0
1065,130000.0,5.0,874.0,5.0,1968.0,62.0
1066,216500.0,6.0,860.0,8.0,2002.0,
1067,151400.0,6.0,1291.0,10.0,1973.0,42.0
1068,231500.0,7.0,963.0,7.0,2001.0,80.0
1069,245350.0,8.0,1694.0,7.0,2008.0,64.0
1070,360000.0,9.0,1944.0,8.0,2003.0,90.0
1071,274300.0,7.0,1108.0,8.0,1998.0,75.0
1072,133000.0,6.0,958.0,5.0,1941.0,79.0
1073,158000.0,6.0,663.0,7.0,1969.0,80.0
1074,185000.0,6.0,802.0,8.0,1997.0,70.0
1075,255900.0,8.0,1149.0,9.0,2002.0,
1076,155000.0,6.0,804.0,7.0,1976.0,24.0
1077,91500.0,5.0,1002.0,7.0,1948.0,50.0
1078,229000.0,7.0,1377.0,9.0,1988.0,
1079,201000.0,6.0,936.0,7.0,1994.0,70.0
1080,270000.0,8.0,1088.0,8.0,2006.0,75.0
1081,124500.0,5.0,960.0,10.0,1952.0,60.0
1082,202900.0,8.0,993.0,9.0,2002.0,85.0
1083,132500.0,5.0,970.0,5.0,1963.0,80.0
1084,130000.0,6.0,970.0,7.0,2004.0,24.0
1085,112000.0,5.0,1416.0,7.0,1918.0,
1086,440000.0,8.0,1976.0,7.0,2006.0,110.0
1087,224000.0,7.0,1358.0,6.0,2009.0,44.0
1088,87000.0,5.0,803.0,5.0,1941.0,50.0
1089,155000.0,6.0,1114.0,6.0,2003.0,66.0
1090,164700.0,7.0,625.0,5.0,2006.0,35.0
1091,244000.0,6.0,1022.0,7.0,2000.0,
1092,137500.0,7.0,970.0,7.0,2004.0,24.0
1093,130000.0,7.0,970.0,7.0,2004.0,24.0
1094,335000.0,7.0,1238.0,9.0,1989.0,42.0
1095,145000.0,6.0,979.0,8.0,1946.0,82.0
1096,238000.0,7.0,912.0,8.0,1991.0,103.0
1097,255500.0,8.0,1717.0,7.0,2006.0,87.0
1098,265979.0,7.0,1320.0,8.0,1880.0,65.0
1099,141000.0,6.0,780.0,6.0,1937.0,50.0
1100,158000.0,6.0,1302.0,7.0,1964.0,85.0
1101,118000.0,6.0,483.0,5.0,1972.0,21.0
1102,275000.0,8.0,1787.0,7.0,2001.0,
1103,134432.0,4.0,1120.0,7.0,1959.0,80.0
1104,263000.0,7.0,912.0,8.0,2003.0,75.0
1105,155000.0,7.0,696.0,6.0,1999.0,24.0
1106,136000.0,5.0,896.0,8.0,1974.0,60.0
1107,126000.0,5.0,1302.0,8.0,1977.0,75.0
1108,192000.0,7.0,1459.0,6.0,2002.0,70.0
1109,269790.0,7.0,1127.0,8.0,1996.0,92.0
1110,147000.0,5.0,912.0,5.0,1965.0,72.0
1111,191000.0,7.0,1479.0,6.0,1999.0,93.0
1112,239000.0,7.0,975.0,7.0,1997.0,66.0
1113,108000.0,5.0,996.0,6.0,1940.0,63.0
1114,131000.0,5.0,902.0,5.0,1983.0,
1115,354000.0,8.0,1136.0,10.0,2004.0,99.0
1116,90000.0,5.0,1422.0,10.0,1900.0,85.0
1117,134500.0,5.0,1008.0,6.0,1953.0,66.0
1118,115000.0,5.0,1028.0,5.0,1927.0,56.0
1119,180500.0,7.0,1442.0,5.0,1990.0,99.0
1120,265000.0,7.0,1277.0,7.0,1996.0,79.0
1121,195000.0,7.0,847.0,8.0,2004.0,41.0
1122,98600.0,5.0,1235.0,6.0,1961.0,85.0
1123,303477.0,8.0,1184.0,11.0,2007.0,75.0
1124,151000.0,7.0,600.0,4.0,2004.0,30.0
1125,137500.0,5.0,939.0,8.0,1920.0,51.0
1126,175000.0,7.0,729.0,6.0,1996.0,57.0
1127,248000.0,8.0,997.0,8.0,2000.0,
1128,93500.0,5.0,974.0,5.0,1991.0,63.0
1129,279500.0,7.0,1494.0,7.0,2006.0,91.0
1130,91300.0,5.0,886.0,4.0,1938.0,50.0
1131,268000.0,7.0,1166.0,9.0,1992.0,
1132,195000.0,6.0,1118.0,8.0,1976.0,
1133,167000.0,6.0,1644.0,7.0,1953.0,80.0
1134,177000.0,6.0,769.0,5.0,2000.0,
1135,171900.0,7.0,625.0,5.0,2006.0,35.0
1136,209500.0,8.0,1554.0,6.0,2006.0,34.0
1137,150900.0,6.0,1728.0,8.0,1976.0,55.0
1138,200000.0,7.0,1362.0,6.0,2003.0,63.0
1139,180000.0,7.0,2207.0,7.0,1970.0,
1140,174000.0,8.0,764.0,5.0,1999.0,24.0
1141,272000.0,6.0,1542.0,11.0,1977.0,
1142,275000.0,8.0,1742.0,5.0,1985.0,
1143,239000.0,6.0,1170.0,9.0,1932.0,80.0
1144,226700.0,7.0,866.0,7.0,2005.0,75.0
1145,146500.0,5.0,888.0,7.0,1942.0,79.0
1146,158900.0,6.0,672.0,6.0,1978.0,
1147,117000.0,5.0,984.0,6.0,1941.0,60.0
1148,85500.0,4.0,869.0,4.0,1923.0,51.0
1149,154000.0,7.0,764.0,6.0,2003.0,36.0
1150,127000.0,5.0,955.0,6.0,1966.0,66.0
1151,125000.0,5.0,1164.0,5.0,1950.0,68.0
1152,110000.0,5.0,1776.0,9.0,1958.0,85.0
1153,208900.0,7.0,1352.0,5.0,2006.0,47.0
1154,196000.0,6.0,1306.0,5.0,2005.0,34.0
1155,232000.0,7.0,1616.0,7.0,2005.0,73.0
1156,110500.0,6.0,1103.0,5.0,1925.0,50.0
1157,386250.0,10.0,2392.0,8.0,2003.0,103.0
1158,230000.0,7.0,1654.0,6.0,2002.0,
1159,105000.0,6.0,698.0,6.0,1939.0,60.0
1160,149900.0,5.0,894.0,5.0,1972.0,70.0
1161,192500.0,7.0,936.0,7.0,2002.0,65.0
1162,345000.0,8.0,2000.0,9.0,1972.0,75.0
1163,222000.0,7.0,993.0,8.0,1997.0,
1164,62383.0,5.0,864.0,5.0,1965.0,60.0
1165,213000.0,7.0,1006.0,7.0,1993.0,75.0
1166,106250.0,4.0,694.0,7.0,1900.0,60.0
1167,188000.0,7.0,880.0,8.0,1998.0,57.0
